"State.Code"|"State.Name"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"05"|"AR"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"06"|"CA"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"08"|"CO"
"09"|"CT"
"09"|"CT"
"09"|"CT"
"09"|"CT"
"09"|"CT"
"09"|"CT"
"09"|"CT"
"09"|"CT"
"10"|"DE"
"10"|"DE"
"10"|"DE"
"11"|"DC"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"12"|"FL"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"13"|"GA"
"15"|"HI"
"15"|"HI"
"15"|"HI"
"15"|"HI"
"15"|"HI"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"16"|"ID"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"17"|"IL"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"18"|"IN"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"19"|"IA"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"20"|"KS"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"21"|"KY"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"22"|"LA"
"23"|"ME"
"23"|"ME"
"23"|"ME"
"23"|"ME"
"23"|"ME"
"23"|"ME"
"23"|"ME"
"23"|"ME"
"23"|"ME"
"23"|"ME"
"23"|"ME"
"23"|"ME"
"23"|"ME"
"23"|"ME"
"23"|"ME"
"23"|"ME"
"23"|"ME"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"24"|"MD"
"25"|"MA"
"25"|"MA"
"25"|"MA"
"25"|"MA"
"25"|"MA"
"25"|"MA"
"25"|"MA"
"25"|"MA"
"25"|"MA"
"25"|"MA"
"25"|"MA"
"25"|"MA"
"25"|"MA"
"25"|"MA"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"26"|"MI"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"27"|"MN"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"28"|"MS"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
"29"|"MO"
