"Parameter"|"Parameter.Name"
45231|"1,2,4,5-Tetramethylbenzene"
45810|"1,2,4-Trichlorobenzene"
16725|"1,2,4-Trichlorobenzene-(TSP)-STP"
45208|"1,2,4-Trimethylbenzene"
43364|"1,2,4-Trimethylbenzene-&-.beta.-pinene"
43363|"1,2,4-Trimethylbenzene-&-sec-butylbenzene"
43223|"1,2-Butadiene"
45805|"1,2-Dichlorobenzene"
16726|"1,2-Dichlorobenzene-(TSP)-STP--"
43840|"1,2-Dichloroethene(total)"
43829|"1,2-Dichloropropane"
16822|"1,2-Dichlorotetrafluoroethane"
17146|"1,2-dimethylnaphthalene-(TSP)-STP"
17144|"1,2-Dimethylnaphthalene-(TSP)-STP"
43566|"1,2-Epoxybutane"
16601|"1,2-Epoxybutane-(TSP)STP"
43605|"1,3,5-Trichlorobenzene"
45207|"1,3,5-Trimethylbenzene"
43218|"1,3-Butadiene"
45806|"1,3-Dichlorobenzene"
16727|"1,3-Dichlorobenzene-(TSP)-STP"
43841|"1,3-Dichloropropene(total)"
16728|"1,3-Dinitrobenzene-(TSP)-STP"
17152|"1,3-dinitropyrene-(TSP)-STP"
43229|"1,3-Hexadiene"
45807|"1,4-Dichlorobenzene"
16729|"1,4-Dichlorobenzene-(TSP)-STP"
43847|"1,4-Dichlorobutane"
46201|"1,4-Dioxane"
16730|"1,4-Naphthoquinone-(TSP)-STP"
17143|"1,7-dimethylnaphthalene-(TSP)-STP"
43853|"1-Bromopropane"
43280|"1-Butene"
43298|"1-Decene"
43328|"1-Heptene"
43344|"1-Hexanol"
43245|"1-Hexene"
43173|"1-Hexene-&-2-Methyl-1-pentene"
43378|"1-Methylcyclohexene"
45851|"1-Methylnaphthalene"
16938|"1-Methylnapthalene"
17157|"1-methylphenanthrene-(TSP)-STP"
16731|"1-Naphthylamine-(TSP)-STP"
17153|"1-nitropyrene-(TSP)-STP"
88393|"1-nitropyrene-PM2.5-LC"
43279|"1-Nonene"
43145|"1-Octene"
43224|"1-Pentene"
43842|"1-Propene,-3-chloro"
43299|"1-Undecene"
17013|"2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl-(TSP)-STP"
17009|"2,2',3,3',4,4',5,5'-Octachlorobiphenyl-(TSP)-STP"
17015|"2,2',3,3',4,4',5,6'-Octachlorobiphenyl-(TSP)-STP"
17014|"2,2',3,3',4,4',5,6-Octachlorobiphenyl-(TSP)-STP"
16936|"2,2',3,3',4,4',5-Heptachlorobiphenyl-(TSP)-STP"
16999|"2,2',3,3',4,4',6-Heptachlorobiphenyl-(TSP)-STP"
16989|"2,2',3,3',4,4'-Hexachlorobiphenyl-(TSP)-STP"
17002|"2,2',3,3',4,5',6'-Heptachlorobiphenyl-(TSP)-STP"
17011|"2,2',3,3',4,5',6,6'-Octachlorobiphenyl-(TSP)-STP"
16990|"2,2',3,3',4,5'-Hexachlorobiphenyl-(TSP)-STP"
17010|"2,2',3,3',4,5,5',6'-Octachlorobiphenyl-(TSP)-STP"
17017|"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl-(TSP)-STP"
17000|"2,2',3,3',4,5,5'-Heptachlorobiphenyl-(TSP)-STP"
17001|"2,2',3,3',4,5,6'-Heptachlorobiphenyl-(TSP)-STP"
17046|"2,2',3,3',4,6'-Hexachlorobiphenyl-(TSP)-STP"
17044|"2,2',3,3',4-Pentachlorobiphenyl-(TSP)-STP"
17012|"2,2',3,3',5,5',6,6'-Octachlorobiphenyl-(TSP)-STP"
17003|"2,2',3,3',5,5',6-Heptachlorobiphenyl-(TSP)-STP"
16991|"2,2',3,3',5,6'-Hexachlorobiphenyl-(TSP)-STP"
16978|"2,2',3,3',5-Pentachlorobiphenyl-(TSP)-STP"
16979|"2,2',3,3',6-Pentachlorobiphenyl-(TSP)-STP"
16964|"2,2',3,3'-Tetrachlorobiphenyl-(TSP)-STP"
16995|"2,2',3,4',5',6-Hexachlorobiphenyl-(TSP)-STP"
16986|"2,2',3,4',5'-Pentachlorobiphenyl-(TSP)-STP"
17007|"2,2',3,4',5,5',6-Heptachlorobiphenyl-(TSP)-STP"
16994|"2,2',3,4',5,5'-Hexachlorobiphenyl-(TSP)-STP"
16983|"2,2',3,4',6-Pentachlorobiphenyl-(TSP)-STP"
17040|"2,2',3,4'-Tetrachlorobiphenyl-(TSP)-STP"
17005|"2,2',3,4,4',5',6-Heptachlorobiphenyl-(TSP)-STP"
16992|"2,2',3,4,4',5'-Hexachlorobiphenyl-(TSP)-STP"
17016|"2,2',3,4,4',5,5',6-Octachlorobiphenyl-(TSP)-STP"
16937|"2,2',3,4,4',5,5'-Heptachlorobiphenyl-(TSP)-STP"
17004|"2,2',3,4,4',5,6'-Heptachlorobiphenyl-(TSP)-STP"
16980|"2,2',3,4,4'-Pentachlorobiphenyl-(TSP)-STP"
17047|"2,2',3,4,5',6-Hexachlorobiphenyl-(TSP)-STP"
16981|"2,2',3,4,5'-Pentachlorobiphenyl-(TSP)-STP"
17006|"2,2',3,4,5,5',6-Heptachlorobiphenyl-(TSP)-STP"
16993|"2,2',3,4,5,5'-Hexachlorobiphenyl-(TSP)-STP"
16982|"2,2',3,4,6'-Pentachlorobiphenyl-(TSP)-STP"
16965|"2,2',3,4-Tetrachlorobiphenyl-(TSP)-STP"
16985|"2,2',3,5',6-Pentachlorobiphenyl-(TSP)-STP"
16966|"2,2',3,5'-Tetrachlorobiphenyl-(TSP)-STP"
16996|"2,2',3,5,5',6-Hexachlorobiphenyl-(TSP)-STP"
16984|"2,2',3,5,5'-Pentachlorobiphenyl-(TSP)-STP"
16968|"2,2',3,6'-Tetrachlorobiphenyl-(TSP)-STP"
16967|"2,2',3,6-Tetrachlorobiphenyl-(TSP)-STP"
16957|"2,2',3-Trichlorobiphenyl-(TSP)-STP"
16997|"2,2',4,4',5,5'-Hexachlorobiphenyl-(TSP)-STP"
16987|"2,2',4,4',5-Pentachlorobiphenyl-(TSP)-STP"
16969|"2,2',4,4'-Tetrachlorobiphenyl-(TSP)-STP"
16970|"2,2',4,5'-Tetrachlorobiphenyl-(TSP)-STP"
16988|"2,2',4,5,5'-Pentachlorobiphenyl-(TSP)-STP"
17037|"2,2',4-Trichlorobiphenyl-(TSP)-STP"
16971|"2,2',5,5'-Tetrachlorobiphenyl-(TSP)-STP"
16972|"2,2',5,6'-Tetrachlorobiphenyl-(TSP)-STP"
16941|"2,2',5-Trichlorobiphenyl-(TSP)-STP"
16958|"2,2',6-Trichlorobiphenyl-(TSP)-STP"
16952|"2,2'-Dichlorobiphenyl-(TSP)-STP"
43392|"2,2,3-Trimethylbutane"
43376|"2,2,4-Trimethylhexane"
43250|"2,2,4-Trimethylpentane"
43825|"2,2-Dichloro-1,1,1-trifluoroethane"
43244|"2,2-Dimethylbutane"
43375|"2,2-Dimethylheptane"
43222|"2,2-Dimethylpropane"
16975|"2,3',4',5-Tetrachlorobiphenyl-(TSP)-STP"
16976|"2,3',4',6-Tetrachlorobiphenyl-(TSP)-STP"
16962|"2,3',4'-Trichlorobiphenyl-(TSP)-STP"
16946|"2,3',4,4',5'-Pentachlorobiphenyl-(TSP)-STP"
16950|"2,3',4,4',5,5',-Hexachlorobiphenyl-(TSP)-STP"
16933|"2,3',4,4',5-Pentachlorobiphenyl-(TSP)-STP"
17043|"2,3',4,4'-Tetrachlorobiphenyl-(TSP)-STP"
17038|"2,3',4-Trichlorobiphenyl-(TSP)-STP"
16960|"2,3',5-Trichlorobiphenyl-(TSP)-STP"
16961|"2,3',6-Trichlorobiphenyl-(TSP)-STP"
16954|"2,3'-Dichlorobiphenyl-(TSP)-STP"
17008|"2,3,3',4',5,5',6-Heptachlorobiphenyl-(TSP)-STP"
17049|"2,3,3',4',5,6-Hexachlorobiphenyl-(TSP)-STP-"
17045|"2,3,3',4',6-Pentachlorobiphenyl-(TSP)-STP"
16973|"2,3,3',4'-Tetrachlorobiphenyl-(TSP)-STP"
16949|"2,3,3',4,4',5'-Hexachlorobiphenyl-(TSP)-STP"
16951|"2,3,3',4,4',5,5'-Heptachlorobiphenyl"
16948|"2,3,3',4,4',5-Hexachlorobiphenyl-(TSP)-STP"
16998|"2,3,3',4,4',6-Hexachlorobiphenyl-(TSP)-STP"
16934|"2,3,3',4,4'-Pentachlorobiphenyl-(TSP)-STP"
16974|"2,3,4',5-Tetrachlorobiphenyl-(TSP)-STP"
17042|"2,3,4',6-Tetrachlorobiphenyl-(TSP)-STP"
16959|"2,3,4'-Trichlorobiphenyl-(TSP)-STP"
16945|"2,3,4,4',5-Pentachlorobiphenyl-(TSP)-STP"
17041|"2,3,4,4'-Tetrachlorobiphenyl-(TSP)-STP"
16924|"2,3,4,6,7,8-Hexachlorodibenzofuran-(TSP)-STP"
16732|"2,3,4,6-Tetrachlorophenol-(TSP)-STP"
16921|"2,3,4,7,8-Pentachlorodibenzofuran-(TSP)-STP"
43252|"2,3,4-Trimethylpentane"
17819|"2,3,7,8,-Tetrachlorodibenzo-p-dioxin"
17825|"2,3,7,8-Tetrachlorodibenzofuran-(TSP)-STP"
16953|"2,3-Dichlorobiphenyl-(TSP)-STP"
43241|"2,3-Dimethyl-2-pentene"
43284|"2,3-Dimethylbutane"
43174|"2,3-Dimethylbutane-&-2-Methylpentane"
43294|"2,3-Dimethylhexane"
17145|"2,3-dimethylnaphthalene-(TSP)-STP"
43291|"2,3-Dimethylpentane"
16943|"2,4',5-Trichlorobiphenyl-(TSP)-STP"
17039|"2,4',6-Trichlorobiphenyl-(TSP)-STP"
16939|"2,4'-Dichlorobiphenyl-(TSP)-STP"
16977|"2,4,4',5-Tetrachlorobiphenyl-(TSP)-STP"
16942|"2,4,4'-Trichlorobiphenyl-(TSP)-STP"
43274|"2,4,4-Trimethyl-1-pentene"
43275|"2,4,4-Trimethyl-2-pentene"
16733|"2,4,5-Trichlorophenol-(TSP)-STP"
16734|"2,4,6-Trichlorophenol-(TSP)-STP"
16955|"2,4-Dichlorobiphenyl-(TSP)-STP"
16735|"2,4-Dichlorophenol-(TSP)-STP"
43136|"2,4-Dichlorophenoxyacetic-acid-methyl-ester"
43293|"2,4-Dimethylhexane"
43247|"2,4-Dimethylpentane"
16736|"2,4-Dimethylphenol-(TSP)-STP"
16737|"2,4-Dinitrophenol-(TSP)-STP"
16738|"2,4-Dinitrotoluene-(TSP)-STP"
17906|"2,4-Toluene-Diisocyanate"
17035|"2,5-Dichlorobiphenyl-(TSP)-STP"
45503|"2,5-Dimethylbenzaldehyde"
43955|"2,5-Dimethylhexane"
17036|"2,6-Dichlorobiphenyl-(TSP)STP"
16739|"2,6-Dichlorophenol-(TSP)-STP"
17142|"2,6-dimethylnaphthalene-(TSP)-STP"
16740|"2,6-Dinitrotoluene-(TSP)-STP"
17140|"2,7-dimethylnaphthalene-(TSP)-STP"
43292|"2-2-3-Trimethylpentane"
17911|"2-6-TOLUENEDIISOCYANATE"
16741|"2-Acetylaminofluorene-(TSP)-STP"
43833|"2-Chloroethyl-vinyl-ether"
16742|"2-Chloronaphthalene-(TSP)-STP"
43331|"2-Chloropentane"
16743|"2-Chlorophenol--(TSP)-STP"
45811|"2-chlorotoluene"
43236|"2-Ethyl-1-butene"
43225|"2-Methyl-1-butene"
43246|"2-Methyl-1-pentene"
43228|"2-Methyl-2-butene"
43343|"2-Methyl-2-butene-&-1-pentene"
43237|"2-Methyl-2-pentene"
43564|"2-Methyl-3-hexanone"
43960|"2-Methylheptane"
43172|"2-Methylheptane-&-3-Methylheptane"
43263|"2-Methylhexane"
43362|"2-Methylhexane-&-2,3-dimethylpentane-"
43347|"2-Methylhexane-&-cyclohexane"
45852|"2-Methylnaphthalene"
16915|"2-Methylnaphthalene-(TSP)-STP"
43285|"2-Methylpentane"
17156|"2-methylphenanthrene-(TSP)-STP"
16744|"2-Naphthylamine--(TSP)-STP"
16745|"2-Nitroaniline--(TSP)-STP"
16746|"2-Nitrophenol--(TSP)-STP"
43756|"2-Nitropropane"
43562|"2-Pentanone"
16747|"2-Picoline--(TSP)-STP"
43312|"2-Proponol"
16935|"3,3',4,4',5,5'-Hexachlorobiphenyl-(TSP)-STP"
16947|"3,3',4,4',5-Pentachlorobiphenyl-(TSP)-STP"
16932|"3,3',4,4'-Tetrachlorobiphenyl-(TSP)-STP"
17716|"3,3'-Dichlorobenzidene-(TSP)-STP"
16956|"3,3'-Dichlorobiphenyl-(TSP)-STP"
16748|"3,3'-Dimethoxybenzidine--(TSP)-STP"
16944|"3,4,4',5-Tetrachlorobiphenyl-(TSP)-STP"
16963|"3,4,4'-Trichlorobiphenyl-(TSP)-STP"
43863|"3-Bromopropene"
43335|"3-Chloropropene"
43295|"3-Ethylhexane"
43563|"3-Heptanone"
43557|"3-Hexanone"
43282|"3-Methyl-1-butene"
43122|"3-Methyl-1-butene-&-Cyclopentene"
43342|"3-Methyl-1-butene-&-cyclopentene"
16749|"3-Methylcholanthrene--(TSP)-STP"
43253|"3-Methylheptane"
43249|"3-Methylhexane"
43230|"3-Methylpentane"
16750|"3-Nitroaniline--(TSP)-STP"
17155|"3-nitrofluoranthene-(TSP)-STP"
43553|"3-Pentanone"
16940|"4,4'-Dichlorobiphenyl-(TSP)-STP"
45704|"4,4-Methylenedianiline"
45732|"4,4-Methylenediphenyl-Diisocyanate-(MDI)"
16751|"4,6-Dinitro-2-methylphenol--(TSP)-STP"
16752|"4-Aminobiphenyl--(TSP)-STP"
16753|"4-Bromophenyl-phenyl-ether--(TSP)-STP"
16754|"4-Chloro-3-methylphenol--(TSP)-STP"
16755|"4-Chloroaniline--(TSP)-STP"
16756|"4-Chlorophenyl-phenyl-ether--(TSP)-STP"
16757|"4-Dimethylaminoazobenzene--(TSP)-STP"
43234|"4-Methyl-1-pentene"
43395|"4-Methylheptane"
43391|"4-Methylpentene-&-3-methylpentene"
16758|"4-Nitroaniline--(TSP)-STP"
16759|"4-Nitrophenol--(TSP)-STP"
16212|"4-Phenylcyclohexene"
16760|"5-Nitro-o-toluidine--(TSP)-STP"
16761|"7,12-Dimethylbenz[a]anthracene--(TSP)-STP"
17159|"9-fluorenone-(TSP)-STP"
16127|">=C10-Alkenes"
86502|"Acceptable-PM10-2.5---Local-Conditions"
88502|"Acceptable-PM2.5-AQI-&-Speciation-Mass"
17147|"Acenaphthene-(TSP)-STP"
17148|"Acenaphthylene-(TSP)-STP"
43503|"Acetaldehyde"
43551|"Acetone"
43702|"Acetonitrile"
43565|"Acetophenone"
16762|"Acetophenone--(TSP)-STP"
16526|"Acetophenone(Duplicate)"
43206|"Acetylene"
65330|"Acidity-(precip)"
99999|"Acrolein-"
43505|"Acrolein---Unverified"
43509|"Acrolein---Verified"
43704|"Acrylonitrile"
88341|"Aerosol-Extinction-PM2.5-LC"
43501|"Aldehydes"
43159|"Aldrin"
65331|"Alkalinity-(precip)"
11301|"Alpha-radiation-(TSP)"
17835|"Alpha-terpinene-(TSP)-STP"
43256|"alpha.-Pinene"
65342|"Aluminum-(precip)"
14101|"Aluminum-(TSP)-LC"
12101|"Aluminum-(TSP)-STP"
85104|"Aluminum-PM10-LC"
82101|"Aluminum-PM10-STP"
86104|"Aluminum-PM10-2.5-LC"
83101|"Aluminum-PM10-2.5-STP"
88104|"Aluminum-PM2.5-LC"
84101|"Aluminum-PM2.5-STP"
68104|"Ambient-Max-Temperature"
68103|"Ambient-Min-Temperature"
42604|"Ammonia"
62604|"Ammonia-(precip)"
22604|"Ammonia-(SP)"
81301|"AMMONIUM-(PM10)-use-82301"
65318|"Ammonium-(precip)"
22301|"Ammonium-(SP)"
12301|"Ammonium-(TSP)-STP"
85301|"Ammonium-Ion-PM10-LC"
86301|"Ammonium-Ion-PM10-2.5-LC"
88301|"Ammonium-Ion-PM2.5-LC"
88345|"Ammonium-Nitrate-Extinction-PM2.5-LC"
88344|"Ammonium-Nitrate-PM2.5-LC"
82301|"Ammonium-PM10-STP"
88340|"Ammonium-Sulfate-Extinction-PM2.5-LC"
88339|"Ammonium-Sulfate-PM2.5-LC"
16763|"Aniline--(TSP)-STP"
17210|"Anthanthrene-(TSP)-STP"
17151|"Anthracene-(TSP)-STP"
65344|"Antimony-(precip)"
22102|"Antimony-(SP)"
14102|"Antimony-(TSP)-LC"
12102|"Antimony-(TSP)-STP"
11343|"Antimony---121-(TSP)"
85102|"Antimony-PM10-LC"
82102|"Antimony-PM10-STP"
86102|"Antimony-PM10-2.5-LC"
83102|"Antimony-PM10-2.5-STP"
88102|"Antimony-PM2.5-LC"
84102|"Antimony-PM2.5-STP"
16118|"Aroclor-1060"
16120|"Aroclor-1232"
16121|"Aroclor-1242"
16122|"Aroclor-1248"
16123|"Aroclor-1254"
16124|"Aroclor-1260"
16119|"Aroclor1221"
65339|"Arsenic-(precip)"
22103|"Arsenic-(SP)"
14103|"Arsenic-(TSP)-LC"
12103|"Arsenic-(TSP)-STP"
11344|"Arsenic---75-(TSP)"
85103|"Arsenic-PM10-LC"
82103|"Arsenic-PM10-STP"
86103|"Arsenic-PM10-2.5-LC"
83103|"Arsenic-PM10-2.5-STP"
88103|"Arsenic-PM2.5-LC"
84103|"Arsenic-PM2.5-STP"
11124|"Asbestos->-0.5um"
11123|"Asbestos->-5um"
12803|"Asbestos-amphibole-(TSP)"
61120|"Atmospheric-Stability"
43155|"Atrazine"
68108|"Average-Ambient-Pressure"
68118|"Average-Ambient-Pressure-for-URG3000N"
68105|"Average-Ambient-Temperature"
68117|"Average-Ambient-Temperature-for-URG3000N"
16764|"Azobenzene--(TSP)-STP"
65107|"Barium-(precip)"
14107|"Barium-(TSP)-LC"
12107|"Barium-(TSP)-STP"
85107|"Barium-PM10-LC"
82107|"Barium-PM10-STP"
86107|"Barium-PM10-2.5-LC"
83107|"Barium-PM10-2.5-STP"
88107|"Barium-PM2.5-LC"
84107|"Barium-PM2.5-STP"
64101|"Barometric-pressure"
45501|"Benzaldehyde"
17502|"Benzanthrone-(TSP)-STP"
45201|"Benzene"
45115|"Benzene-&-1,2-dichloroethane"
21103|"Benzene-Sol-Org-(SP)"
11103|"Benzene-soluble-organics-(TSP)"
45815|"Benzene,-1,2,3-trichloro-"
45228|"Benzene,-1-ethenyl-4-methyl"
45221|"Benzene,(1-methylethenyl)-"
16765|"Benzidine--(TSP)-STP"
82242|"Benzo(a)Pyrene-PM10-STP"
82220|"Benzo(b)Fluranthene-PM10-STP"
82237|"Benzo(g,h,i)Perylene-PM10-STP"
82223|"Benzo(k)Fluoranthene-PM10-STP"
17215|"Benzo[a]anthracene-(TSP)-STP"
17242|"Benzo[a]pyrene-(TSP)-STP"
17241|"Benzo[a]pyrene-D12-(TSP)-STP"
17225|"Benzo[b,k]fluoranthene-(TSP)-STP"
17220|"Benzo[b]fluoranthene-(TSP)-STP"
17224|"Benzo[e]pyrene-(TSP)-STP"
17237|"Benzo[g,h,i]perylene-(TSP)-STP"
17223|"Benzo[k]fluoranthene-(TSP)-STP"
16766|"Benzyl-alcohol--(TSP)-STP"
45809|"Benzyl-chloride"
65105|"Beryllium-(precip)"
14105|"Beryllium-(TSP)-LC"
12105|"Beryllium-(TSP)-STP"
85105|"Beryllium-PM10-LC"
82105|"Beryllium-PM10-STP"
88105|"Beryllium-PM2.5-LC"
11302|"Beta-radiation-(TSP)"
43257|"beta.-Pinene"
43189|"beta.Pinene-&-1,2,3--trimethylbenzene"
45301|"Biphenyl"
43135|"Birdin"
16767|"bis-(2-chloroethyl)ether--(TSP)-STP"
16768|"bis(2-chloroethoxy)methane--(TSP)-STP"
16769|"bis(2-chloroisopropyl)ether--(TSP)-STP"
16770|"bis(2-ethylhexyl)phthalate--(TSP)-STP"
88129|"Bismuth"
14130|"Bismuth-(TSP)-LC"
12106|"Bismuth-(TSP)-STP"
85130|"Bismuth-PM10-LC"
88317|"Black-Carbon--PM2.5-Corrected"
85313|"Black-Carbon-PM10-LC"
88313|"Black-Carbon-PM2.5-at-880-nm"
84313|"Black-carbon-PM2.5-STP"
65190|"Boron-(precip)"
12190|"Boron-(TSP)-STP"
82190|"Boron-PM10-STP"
12201|"Bromide-(TSP)-STP"
82109|"Bromide-PM10-STP"
14109|"Bromine-(TSP)-LC"
12109|"Bromine-(TSP)-STP"
85109|"Bromine-PM10-LC"
86109|"Bromine-PM10-2.5-LC"
83109|"Bromine-PM10-2.5-STP"
88109|"Bromine-PM2.5-LC"
84109|"Bromine-PM2.5-STP"
43836|"Bromochloromethane"
43828|"Bromodichloromethane"
45808|"Bromofluorobenzene"
43806|"Bromoform"
43819|"Bromomethane"
43339|"Butryl-aldehyde-&-Methyl-Ethyl-Ketone"
43514|"Butyl-acetate"
45233|"Butyl-benzene"
16771|"Butyl-benzyl-phthalate--(TSP)-STP"
45232|"Butylbenzene"
43510|"Butyraldehyde"
43329|"Butyraldehyde-&-isobutyraldehyde"
17131|"C2-Alkylbenzenes"
16128|"C4-C9-Alkenes"
65332|"Cadmium-(precip)"
22110|"Cadmium-(SP)"
14110|"Cadmium-(TSP)-LC"
12110|"Cadmium-(TSP)-STP"
85110|"Cadmium-PM10-LC"
82110|"Cadmium-PM10-STP"
86110|"Cadmium-PM10-2.5-LC"
83110|"Cadmium-PM10-2.5-STP"
88110|"Cadmium-PM2.5-LC"
84110|"Cadmium-PM2.5-STP"
65314|"Calcium-(precip)"
22111|"Calcium-(SP)"
14111|"Calcium-(TSP)-LC"
12111|"Calcium-(TSP)-STP"
85111|"Calcium-PM10-LC"
82111|"Calcium-PM10-STP"
86111|"Calcium-PM10-2.5-LC"
83111|"Calcium-PM10-2.5-STP"
88111|"Calcium-PM2.5-LC"
84111|"Calcium-PM2.5-STP"
16772|"Carbazole-(TSP)-STP"
16111|"Carbon-black-(TSP)"
42102|"Carbon-dioxide"
42153|"Carbon-disulfide"
42101|"Carbon-monoxide"
43804|"Carbon-tetrachloride"
43827|"Carbon-Tetrafluoride"
88308|"Carbonate-Carbon-CSN-PM2.5-LC-TOT"
43500|"Carbonyls"
16320|"Cellulose-(TSP)"
12117|"Cerium-(TSP)-STP"
85117|"Cerium-Pm10-Lc"
86117|"Cerium-PM10-2.5-LC"
88117|"Cerium-PM2.5-LC"
12118|"Cesium-(TSP)-STP"
85118|"Cesium-Pm10-Lc"
86118|"Cesium-PM10-2.5-LC"
88118|"Cesium-PM2.5-LC"
65316|"Chloride-(precip)"
12203|"Chloride-(TSP)-STP"
82203|"Chloride-PM10-STP"
88203|"Chloride-PM2.5-LC"
84203|"Chloride-PM2.5-STP"
22203|"Chloride(SP)"
42215|"Chlorine"
13115|"Chlorine-(TSP)"
12191|"Chlorine-(TSP)-STP"
85115|"Chlorine-PM10-LC"
82115|"Chlorine-PM10-STP"
86115|"Chlorine-PM10-2.5-LC"
83115|"Chlorine-PM10-2.5-STP"
88115|"Chlorine-PM2.5-LC"
84115|"Chlorine-PM2.5-STP"
45801|"Chlorobenzene"
16773|"Chlorobenzilate--(TSP)-STP"
43359|"Chlorodifluoromethane"
43812|"Chloroethane"
43803|"Chloroform"
43801|"Chloromethane"
43835|"Chloroprene"
65112|"Chromium-(Precip)"
22112|"Chromium-(SP)"
14112|"Chromium-(TSP)-LC"
12112|"Chromium-(TSP)-STP"
11345|"Chromium---50-(TSP)"
11346|"Chromium---52-(TSP)"
11347|"Chromium---53-(TSP)"
85112|"Chromium-PM10-LC"
82112|"Chromium-PM10-STP"
86112|"Chromium-PM10-2.5-LC"
83112|"Chromium-PM10-2.5-STP"
88112|"Chromium-PM2.5-LC"
84112|"Chromium-PM2.5-STP"
14115|"Chromium-VI-(TSP)-LC"
12115|"Chromium-VI-(TSP)-STP"
85119|"Chromium-VI-PM10-LC"
82119|"Chromium-VI-PM10-STP"
88119|"Chromium-VI-PM2.5-LC"
17208|"Chrysene-(TSP)-STP"
43839|"cis-1,2-Dichloroethene"
43393|"cis-1,2-Dimethylcyclopentane"
43831|"cis-1,3-Dichloropropene"
43217|"cis-2-Butene"
43290|"cis-2-Hexene"
43227|"cis-2-Pentene"
43349|"cis-2-Pentene-&-2-methylpentane"
43254|"cis-3-Hexene"
43286|"cis-4-Methyl-2-pentene"
43520|"cis-Crotonaldehyde"
43148|"cis/trans-2-Butene"
43149|"cis/trans-2-Hexene"
43150|"cis/trans-2-Pentene"
66101|"Cloud-cover"
88342|"Coarse-Mass-Extinction-PM2.5-LC"
65113|"Cobalt-(precip)"
14113|"Cobalt-(TSP)-LC"
12113|"Cobalt-(TSP)-STP"
11348|"Cobalt---59-(TSP)"
85113|"Cobalt-PM10-LC"
82113|"Cobalt-PM10-STP"
86113|"Cobalt-PM10-2.5-LC"
83113|"Cobalt-PM10-2.5-STP"
88113|"Cobalt-PM2.5-LC"
84113|"Cobalt-PM2.5-STP"
25303|"Conductance-(SP)"
65303|"Conductivity-(precip)"
22114|"Copper-(SP)"
12114|"Copper-(TSP)-STP"
11349|"Copper---63-(TSP)"
85114|"Copper-PM10-LC"
82114|"Copper-PM10-STP"
86114|"Copper-PM10-2.5-LC"
83114|"Copper-PM10-2.5-STP"
88114|"Copper-PM2.5-LC"
84114|"Copper-PM2.5-STP"
65333|"Copper(precip)"
14114|"Copper(TSP)-LC"
17211|"Coronene-(TSP)-STP"
11122|"Cristabalite"
43528|"Crotonaldehyde"
11121|"Crystalline-quartz"
43248|"Cyclohexane"
43269|"Cyclohexene"
43242|"Cyclopentane"
43171|"Cyclopentane-&-2,3-dimethylbutane"
17160|"Cyclopenta[cd]pyrene-(TSP)-STP"
43283|"Cyclopentene"
43251|"Cyclopropane"
17907|"D-limonene"
43156|"Dacthal"
17818|"Decachlorobiphenyl-(TSP)-STP"
43521|"Decanal"
11208|"Deciview"
88315|"Delta-Carbon-PM2.5-LC"
84315|"Delta-Carbon-PM2.5-STP"
62103|"Dew-Point"
